"노선(1)","시점",1종이용대수 (대),2종이용대수 (대)
"경부선","2015.01",30980364,1255793
"경부선","2015.02",29343262,1070224
"경부선","2015.03",32866194,1346766
"경부선","2015.04",32657391,1350429
"경부선","2015.05",35227631,1293776
"경부선","2015.06",31401969,1332358
"경부선","2015.07",34061732,1356787
"경부선","2015.08",34918447,1205869
"경부선","2015.09",34916670,1268345
"경부선","2015.10",35478017,1379707
"경부선","2015.11",33687568,1271712
"경부선","2015.12",33393883,1300838
"경부선","2016.01",31259864,1152690
"경부선","2016.02",30931026,1034491
"경부선","2016.03",33365819,1284966
"경부선","2016.04",33926823,1228605
"경부선","2016.05",35925132,1244837
"경부선","2016.06",34063516,1234239
"경부선","2016.07",35024863,1208951
"경부선","2016.08",36181283,1204708
"경부선","2016.09",34454283,1123854
"경부선","2016.10",34687855,1197788
"경부선","2016.11",33940678,1235614
"경부선","2016.12",33452070,1210595
"경부선","2017.01",32739579,1056490
"경부선","2017.02",30078049,1060654
"경부선","2017.03",34091515,1229267
"경부선","2017.04",34731302,1177555
"경부선","2017.05",35872091,1199339
"경부선","2017.06",34411255,1203199
"경부선","2017.07",34739797,1164379
"경부선","2017.08",36308702,1165907
"경부선","2017.09",35497840,1247451
"경부선","2017.10",36321420,1043326
"경부선","2017.11",34744266,1211622
"경부선","2017.12",33727069,1124978
"경부선","2018.01",32303551,1114806
"경부선","2018.02",27444791,932286
"경부선","2018.03",34632659,1167654
"경부선","2018.04",34947171,1150842
"경부선","2018.05",36793864,1189562
"경부선","2018.06",35051944,1141506
"경부선","2018.07",35923214,1161019
"경부선","2018.08",36414665,1121772
"경부선","2018.09",32385026,1020122
"경부선","2018.10",36593014,1218148
"경부선","2018.11",35296177,1166298
"경부선","2018.12",33868373,1068761
"경부선","2019.01",32881235,1098832
"경부선","2019.02",30714930,874312
"경부선","2019.03",34934335,1091525
"경부선","2019.04",34372742,1109416
"경부선","2019.05",35911956,1127392
"경부선","2019.06",33953016,1037445
"경부선","2019.07",34252130,1096662
"경부선","2019.08",35952761,1046333
"경부선","2019.09",33725832,969574
"경부선","2019.10",37297699,1167920
"경부선","2019.11",35886671,1115298
"경부선","2019.12",34613224,1075714
"경부선","2020.01",32499581,997953
"경부선","2020.02",29682801,1015941
"경부선","2020.03",29859497,1075962
"경부선","2020.04",32765760,1062088
"경부선","2020.05",36398181,1038898
"경부선","2020.06",35238402,1085582
"경부선","2020.07",35865226,1093075
"경부선","2020.08",35727470,1031794
"경부선","2020.09",34418793,1111876
"경부선","2020.10",37446717,1078836
"경부선","2020.11",35662959,1094823
"경부선","2020.12",32507260,1114053
"경부선","2021.01",30685779,1026353
"경부선","2021.02",31609861,916793
"경부선","2021.03",35392221,1136039
"경부선","2021.04",35567857,1115171
"경부선","2021.05",38101696,1101695
"경부선","2021.06",36853478,1157724
"경부선","2021.07",37521598,1176419
"경부선","2021.08",37396422,1098527
"경부선","2021.09",37419163,1063411
"경부선","2021.10",39416151,1146628
"경부선","2021.11",37588514,1160337
"경부선","2021.12",36095777,1172929
"경부선","2022.01",35749758,1073274
"경부선","2022.02",31872033,955915
"경부선","2022.03",33395265,1116678
"경부선","2022.04",37401676,1120451
"경부선","2022.05",39929953,1145504
"경부선","2022.06",37335223,1116069
"경부선","2022.07",38663650,1130056
"경부선","2022.08",42569333,1127210
"경부선","2022.09",33221430,1053863
"경부선","2022.10",40768649,1134996
"경부선","2022.11",38496744,1164692
"경부선","2022.12",36556335,1134235
"경부선","2023.01",34083410,938417
"경부선","2023.02",34750627,1027929
"경부선","2023.03",39302530,1179124
"경부선","2023.04",38955335,1101534
"경부선","2023.05",40383786,1155617
"경부선","2023.06",39117029,1149655
"경부선","2023.07",39197635,1123449
"경부선","2023.08",40293283,1139963
"경부선","2023.09",40394752,1086682
"경부선","2023.10",40968865,1140921
"경부선","2023.11",39036310,1169370
"경부선","2023.12",38037443,1093206
"남해선","2015.01",9461142,338972
"남해선","2015.02",9254468,290577
"남해선","2015.03",10020358,363351
"남해선","2015.04",9958318,367325
"남해선","2015.05",11195378,354098
"남해선","2015.06",9486038,356715
"남해선","2015.07",10276106,361360
"남해선","2015.08",11038990,316088
"남해선","2015.09",11032972,334894
"남해선","2015.10",11077963,369162
"남해선","2015.11",10527825,338679
"남해선","2015.12",10487610,348023
"남해선","2016.01",9889882,315882
"남해선","2016.02",10016897,284540
"남해선","2016.03",10439765,351626
"남해선","2016.04",10733563,339559
"남해선","2016.05",11575475,346444
"남해선","2016.06",10629258,338023
"남해선","2016.07",11144903,329674
"남해선","2016.08",11813063,325582
"남해선","2016.09",11015615,300563
"남해선","2016.10",11300678,335166
"남해선","2016.11",10954951,341419
"남해선","2016.12",10862232,333851
"남해선","2017.01",10944030,293949
"남해선","2017.02",9571067,296040
"남해선","2017.03",10906352,344366
"남해선","2017.04",11464187,339374
"남해선","2017.05",12240495,349072
"남해선","2017.06",11249205,346292
"남해선","2017.07",11601432,337640
"남해선","2017.08",12177227,329269
"남해선","2017.09",11474997,354341
"남해선","2017.10",12711554,298412
"남해선","2017.11",11455557,348126
"남해선","2017.12",11341428,324540
"남해선","2018.01",10489938,322472
"남해선","2018.02",9269232,281113
"남해선","2018.03",12066968,356225
"남해선","2018.04",12181604,357028
"남해선","2018.05",12897438,364749
"남해선","2018.06",11999605,344106
"남해선","2018.07",12490335,355845
"남해선","2018.08",12912677,341088
"남해선","2018.09",11415078,315958
"남해선","2018.10",13176654,384457
"남해선","2018.11",12040048,346697
"남해선","2018.12",11001008,299097
"남해선","2019.01",10193981,308557
"남해선","2019.02",10228006,250510
"남해선","2019.03",11241325,311738
"남해선","2019.04",10921243,322065
"남해선","2019.05",11534567,324238
"남해선","2019.06",10846078,296609
"남해선","2019.07",10988813,317179
"남해선","2019.08",12073885,298711
"남해선","2019.09",10958741,270664
"남해선","2019.10",11602266,321723
"남해선","2019.11",11680257,315890
"남해선","2019.12",11646974,309673
"남해선","2020.01",11773843,314498
"남해선","2020.02",10708672,321464
"남해선","2020.03",10824402,337605
"남해선","2020.04",11662617,332003
"남해선","2020.05",13482183,326526
"남해선","2020.06",12016804,321608
"남해선","2020.07",11900238,318595
"남해선","2020.08",12610641,301340
"남해선","2020.09",11550966,330202
"남해선","2020.10",13136752,325402
"남해선","2020.11",11826353,328536
"남해선","2020.12",10498393,325260
"남해선","2021.01",10499604,309860
"남해선","2021.02",11028683,278359
"남해선","2021.03",12063704,343769
"남해선","2021.04",12106165,340938
"남해선","2021.05",12784983,324391
"남해선","2021.06",12069358,330303
"남해선","2021.07",12259216,332086
"남해선","2021.08",12267074,308090
"남해선","2021.09",12630881,302217
"남해선","2021.10",13466489,332973
"남해선","2021.11",12322175,329433
"남해선","2021.12",11382386,319168
"남해선","2022.01",11029921,289528
"남해선","2022.02",9718881,254655
"남해선","2022.03",10067737,298410
"남해선","2022.04",11540236,301850
"남해선","2022.05",12445073,310200
"남해선","2022.06",11325572,296644
"남해선","2022.07",11677732,296106
"남해선","2022.08",12195019,294836
"남해선","2022.09",9880433,275910
"남해선","2022.10",12942666,302722
"남해선","2022.11",11768181,309200
"남해선","2022.12",11333975,298325
"남해선","2023.01",10194022,240439
"남해선","2023.02",10375119,271532
"남해선","2023.03",11901624,312058
"남해선","2023.04",12108152,295488
"남해선","2023.05",12489618,305320
"남해선","2023.06",11830595,302536
"남해선","2023.07",11802813,288555
"남해선","2023.08",12215399,295143
"남해선","2023.09",12569835,287280
"남해선","2023.10",12992887,304927
"남해선","2023.11",11982045,310142
"남해선","2023.12",11856496,285719
"광주대구선","2015.01",1445841,59385
"광주대구선","2015.02",1462549,51058
"광주대구선","2015.03",1551629,67012
"광주대구선","2015.04",1583964,68249
"광주대구선","2015.05",1936077,68961
"광주대구선","2015.06",1519964,68730
"광주대구선","2015.07",1733955,69578
"광주대구선","2015.08",2030926,62136
"광주대구선","2015.09",1891435,66660
"광주대구선","2015.10",1863312,73135
"광주대구선","2015.11",1734139,67152
"광주대구선","2015.12",1709064,68264
"광주대구선","2016.01",1663259,59659
"광주대구선","2016.02",1744819,53590
"광주대구선","2016.03",1770093,70315
"광주대구선","2016.04",1908026,70123
"광주대구선","2016.05",2166272,71416
"광주대구선","2016.06",1929993,69461
"광주대구선","2016.07",2080935,66203
"광주대구선","2016.08",2376177,66695
"광주대구선","2016.09",2057065,60144
"광주대구선","2016.10",2060005,68231
"광주대구선","2016.11",2026223,71571
"광주대구선","2016.12",1855877,67387
"광주대구선","2017.01",2054079,56885
"광주대구선","2017.02",1696128,55468
"광주대구선","2017.03",1968325,68971
"광주대구선","2017.04",2163219,69501
"광주대구선","2017.05",2427058,71726
"광주대구선","2017.06",2122069,70898
"광주대구선","2017.07",2273806,67534
"광주대구선","2017.08",2516435,67178
"광주대구선","2017.09",2233807,73691
"광주대구선","2017.10",2648167,60923
"광주대구선","2017.11",2219532,71367
"광주대구선","2017.12",2035755,63915
"광주대구선","2018.01",1878718,60111
"광주대구선","2018.02",1557652,50177
"광주대구선","2018.03",2049626,65957
"광주대구선","2018.04",2208894,68902
"광주대구선","2018.05",2428779,71324
"광주대구선","2018.06",2237368,69004
"광주대구선","2018.07",2407361,68824
"광주대구선","2018.08",2584896,66561
"광주대구선","2018.09",2181052,62760
"광주대구선","2018.10",2424755,76210
"광주대구선","2018.11",2252190,70764
"광주대구선","2018.12",1948985,60847
"광주대구선","2019.01",1848756,59359
"광주대구선","2019.02",1922097,48112
"광주대구선","2019.03",2087773,64027
"광주대구선","2019.04",2076765,67524
"광주대구선","2019.05",2300855,69102
"광주대구선","2019.06",2103807,63156
"광주대구선","2019.07",2145859,65490
"광주대구선","2019.08",2506467,61854
"광주대구선","2019.09",2257921,57456
"광주대구선","2019.10",2293692,69726
"광주대구선","2019.11",2310402,67586
"광주대구선","2019.12",2046965,63340
"광주대구선","2020.01",2163724,59524
"광주대구선","2020.02",1803329,59451
"광주대구선","2020.03",1888125,66210
"광주대구선","2020.04",2192419,68065
"광주대구선","2020.05",2573895,66167
"광주대구선","2020.06",2301274,67762
"광주대구선","2020.07",2257182,64134
"광주대구선","2020.08",2639022,63430
"광주대구선","2020.09",2308826,67167
"광주대구선","2020.10",2771138,68642
"광주대구선","2020.11",2477362,68170
"광주대구선","2020.12",1971398,65916
"광주대구선","2021.01",1965945,59477
"광주대구선","2021.02",2108321,53912
"광주대구선","2021.03",2362162,71148
"광주대구선","2021.04",2410592,70680
"광주대구선","2021.05",2659612,66805
"광주대구선","2021.06",2440579,68676
"광주대구선","2021.07",2574223,67459
"광주대구선","2021.08",2675221,62765
"광주대구선","2021.09",2716281,61663
"광주대구선","2021.10",2848131,67515
"광주대구선","2021.11",2571828,67669
"광주대구선","2021.12",2202824,64541
"광주대구선","2022.01",2105602,54713
"광주대구선","2022.02",1855505,48453
"광주대구선","2022.03",1961745,61772
"광주대구선","2022.04",2288172,62871
"광주대구선","2022.05",2533472,64254
"광주대구선","2022.06",2264966,62224
"광주대구선","2022.07",2373395,60733
"광주대구선","2022.08",2539008,61721
"광주대구선","2022.09",1978372,57550
"광주대구선","2022.10",2772155,63858
"광주대구선","2022.11",2425189,64486
"광주대구선","2022.12",2078346,59267
"광주대구선","2023.01",2012961,46129
"광주대구선","2023.02",1955938,53086
"광주대구선","2023.03",2329890,63333
"광주대구선","2023.04",2393491,61778
"광주대구선","2023.05",2510054,64391
"광주대구선","2023.06",2366030,63535
"광주대구선","2023.07",2325276,60024
"광주대구선","2023.08",2564196,61936
"광주대구선","2023.09",2630598,60983
"광주대구선","2023.10",2721884,64552
"광주대구선","2023.11",2402194,65782
"광주대구선","2023.12",2239963,57923
"고창담양선","2015.01",817559,36993
"고창담양선","2015.02",876708,32893
"고창담양선","2015.03",898921,41649
"고창담양선","2015.04",919271,42790
"고창담양선","2015.05",1134553,42518
"고창담양선","2015.06",865188,43755
"고창담양선","2015.07",972886,44482
"고창담양선","2015.08",1111041,40702
"고창담양선","2015.09",1108556,42317
"고창담양선","2015.10",1069611,45057
"고창담양선","2015.11",1020162,39711
"고창담양선","2015.12",972224,40812
"고창담양선","2016.01",982868,41009
"고창담양선","2016.02",1154569,38934
"고창담양선","2016.03",1138178,49501
"고창담양선","2016.04",1272252,50421
"고창담양선","2016.05",1413948,51764
"고창담양선","2016.06",1287790,51717
"고창담양선","2016.07",1534570,53710
"고창담양선","2016.08",1649025,53448
"고창담양선","2016.09",1477684,47661
"고창담양선","2016.10",1328172,49487
"고창담양선","2016.11",1293070,51360
"고창담양선","2016.12",1241387,49969
"고창담양선","2017.01",1436706,43142
"고창담양선","2017.02",1194793,42195
"고창담양선","2017.03",1380583,52072
"고창담양선","2017.04",1550249,52519
"고창담양선","2017.05",1790450,54634
"고창담양선","2017.06",1577789,54793
"고창담양선","2017.07",1638145,54147
"고창담양선","2017.08",1823463,53991
"고창담양선","2017.09",1636624,58676
"고창담양선","2017.10",1991649,50577
"고창담양선","2017.11",1649959,58824
"고창담양선","2017.12",1586111,52937
"고창담양선","2018.01",1555817,54013
"고창담양선","2018.02",1381501,48005
"고창담양선","2018.03",1879201,63522
"고창담양선","2018.04",2017711,65067
"고창담양선","2018.05",2212463,68150
"고창담양선","2018.06",2034446,65910
"고창담양선","2018.07",2138816,68760
"고창담양선","2018.08",2250787,66018
"고창담양선","2018.09",1983679,62142
"고창담양선","2018.10",2262132,74970
"고창담양선","2018.11",1680300,57062
"고창담양선","2018.12",1094099,39571
"고창담양선","2019.01",994772,39050
"고창담양선","2019.02",1069679,31336
"고창담양선","2019.03",1119240,38712
"고창담양선","2019.04",1116770,40304
"고창담양선","2019.05",1242435,41972
"고창담양선","2019.06",1125741,38160
"고창담양선","2019.07",1125198,42075
"고창담양선","2019.08",1305887,41223
"고창담양선","2019.09",1191029,36012
"고창담양선","2019.10",1257814,46212
"고창담양선","2019.11",1295462,44585
"고창담양선","2019.12",1166679,42285
"고창담양선","2020.01",2043133,60212
"고창담양선","2020.02",1772117,62243
"고창담양선","2020.03",1866120,66518
"고창담양선","2020.04",2098073,64996
"고창담양선","2020.05",2414960,64800
"고창담양선","2020.06",1877377,60766
"고창담양선","2020.07",1764944,58669
"고창담양선","2020.08",2026040,56854
"고창담양선","2020.09",1827404,60468
"고창담양선","2020.10",2117646,59606
"고창담양선","2020.11",1663218,53669
"고창담양선","2020.12",1182063,45951
"고창담양선","2021.01",1522171,51897
"고창담양선","2021.02",1679436,46333
"고창담양선","2021.03",1817213,59178
"고창담양선","2021.04",1832394,58444
"고창담양선","2021.05",2019391,55468
"고창담양선","2021.06",1886907,58424
"고창담양선","2021.07",1927867,57520
"고창담양선","2021.08",1986346,54512
"고창담양선","2021.09",2045077,52907
"고창담양선","2021.10",2140611,57350
"고창담양선","2021.11",1715752,52142
"고창담양선","2021.12",1273423,44700
"고창담양선","2022.01",1165534,37381
"고창담양선","2022.02",1010119,32977
"고창담양선","2022.03",1011263,38247
"고창담양선","2022.04",1269774,41131
"고창담양선","2022.05",1428100,42359
"고창담양선","2022.06",1284804,41354
"고창담양선","2022.07",1284695,41342
"고창담양선","2022.08",1357492,42073
"고창담양선","2022.09",1115085,38221
"고창담양선","2022.10",1507166,42582
"고창담양선","2022.11",1348919,43112
"고창담양선","2022.12",1120606,40662
"고창담양선","2023.01",1136059,34816
"고창담양선","2023.02",1085839,36876
"고창담양선","2023.03",1272007,42786
"고창담양선","2023.04",1351972,41711
"고창담양선","2023.05",1412118,43747
"고창담양선","2023.06",1318116,43460
"고창담양선","2023.07",1249982,40820
"고창담양선","2023.08",1362574,42724
"고창담양선","2023.09",1465436,41606
"고창담양선","2023.10",1479463,44091
"고창담양선","2023.11",1314995,44193
"고창담양선","2023.12",1225242,40213
"서해안선","2015.01",9284174,370332
"서해안선","2015.02",8988794,314997
"서해안선","2015.03",9994920,404576
"서해안선","2015.04",10063727,408022
"서해안선","2015.05",10994715,386317
"서해안선","2015.06",9600484,408784
"서해안선","2015.07",10430369,412581
"서해안선","2015.08",10833759,358900
"서해안선","2015.09",10957749,381999
"서해안선","2015.10",10834226,416999
"서해안선","2015.11",10236483,383661
"서해안선","2015.12",9808467,387292
"서해안선","2016.01",10150826,384567
"서해안선","2016.02",10600936,353751
"서해안선","2016.03",11221374,445348
"서해안선","2016.04",11652684,428979
"서해안선","2016.05",12156828,424357
"서해안선","2016.06",11405885,422511
"서해안선","2016.07",11798933,412619
"서해안선","2016.08",12381537,403137
"서해안선","2016.09",12048144,384528
"서해안선","2016.10",11918657,409592
"서해안선","2016.11",11248072,416177
"서해안선","2016.12",10647215,383723
"서해안선","2017.01",10654909,325022
"서해안선","2017.02",9478746,326467
"서해안선","2017.03",10973960,380835
"서해안선","2017.04",11520635,366547
"서해안선","2017.05",12138528,369857
"서해안선","2017.06",11363731,375449
"서해안선","2017.07",11465333,359955
"서해안선","2017.08",12254734,361025
"서해안선","2017.09",11781083,394231
"서해안선","2017.10",12654963,322965
"서해안선","2017.11",11243308,382140
"서해안선","2017.12",10742390,343659
"서해안선","2018.01",10188710,339373
"서해안선","2018.02",8727833,288593
"서해안선","2018.03",11275679,364977
"서해안선","2018.04",11614211,364995
"서해안선","2018.05",12256588,371679
"서해안선","2018.06",11593091,359324
"서해안선","2018.07",11860429,363783
"서해안선","2018.08",12228361,345964
"서해안선","2018.09",10992991,317997
"서해안선","2018.10",12214603,384503
"서해안선","2018.11",11202314,355317
"서해안선","2018.12",10097949,306134
"서해안선","2019.01",9782987,314343
"서해안선","2019.02",9423979,247514
"서해안선","2019.03",10616599,314445
"서해안선","2019.04",10733428,327469
"서해안선","2019.05",11210553,328165
"서해안선","2019.06",10496978,304586
"서해안선","2019.07",10398886,322953
"서해안선","2019.08",11226086,302466
"서해안선","2019.09",10620132,283714
"서해안선","2019.10",11101217,337470
"서해안선","2019.11",11044312,328947
"서해안선","2019.12",10417776,312399
"서해안선","2020.01",10748475,304832
"서해안선","2020.02",9766428,313208
"서해안선","2020.03",10521732,343780
"서해안선","2020.04",11433090,334639
"서해안선","2020.05",12586878,320189
"서해안선","2020.06",11632237,337212
"서해안선","2020.07",11645418,334424
"서해안선","2020.08",11840267,307333
"서해안선","2020.09",11437011,338383
"서해안선","2020.10",12722417,333257
"서해안선","2020.11",11430069,333313
"서해안선","2020.12",10010972,326879
"서해안선","2021.01",9638416,301429
"서해안선","2021.02",10224805,273728
"서해안선","2021.03",11279377,345256
"서해안선","2021.04",11457539,331281
"서해안선","2021.05",12357991,324503
"서해안선","2021.06",11898983,348855
"서해안선","2021.07",11989102,346350
"서해안선","2021.08",12290884,321320
"서해안선","2021.09",12601042,315101
"서해안선","2021.10",13140845,341310
"서해안선","2021.11",11946483,341763
"서해안선","2021.12",11004936,339469
"서해안선","2022.01",10756444,300566
"서해안선","2022.02",9564794,269406
"서해안선","2022.03",10141045,320627
"서해안선","2022.04",11735701,328509
"서해안선","2022.05",12529870,337736
"서해안선","2022.06",11637162,324388
"서해안선","2022.07",11911691,329821
"서해안선","2022.08",15635348,324482
"서해안선","2022.09",10400789,309814
"서해안선","2022.10",12807544,332952
"서해안선","2022.11",11822442,343840
"서해안선","2022.12",10800638,325852
"서해안선","2023.01",10101721,265071
"서해안선","2023.02",10488657,299349
"서해안선","2023.03",11904785,348132
"서해안선","2023.04",12136232,322156
"서해안선","2023.05",12539020,339902
"서해안선","2023.06",12130983,340130
"서해안선","2023.07",11966987,325739
"서해안선","2023.08",12417804,329708
"서해안선","2023.09",12941879,319428
"서해안선","2023.10",12879534,335454
"서해안선","2023.11",11923811,344378
"서해안선","2023.12",11249215,311029
"울산선","2015.01",1284230,56119
"울산선","2015.02",1217381,47722
"울산선","2015.03",1287896,59084
"울산선","2015.04",1263406,58091
"울산선","2015.05",1457792,54256
"울산선","2015.06",1205632,56483
"울산선","2015.07",1290798,56631
"울산선","2015.08",1424735,47654
"울산선","2015.09",1353710,50827
"울산선","2015.10",1393640,57581
"울산선","2015.11",1337133,52612
"울산선","2015.12",1369114,54384
"울산선","2016.01",1368058,50891
"울산선","2016.02",1358692,44880
"울산선","2016.03",1357676,54899
"울산선","2016.04",1416718,51478
"울산선","2016.05",1539476,54514
"울산선","2016.06",1387471,55230
"울산선","2016.07",1673491,56943
"울산선","2016.08",1752247,53452
"울산선","2016.09",1550982,49304
"울산선","2016.10",1328990,46084
"울산선","2016.11",1412767,50365
"울산선","2016.12",1442347,49938
"울산선","2017.01",1461906,42276
"울산선","2017.02",1280986,43155
"울산선","2017.03",1395803,49399
"울산선","2017.04",1511736,47748
"울산선","2017.05",1716839,50037
"울산선","2017.06",1560669,51218
"울산선","2017.07",1686520,51400
"울산선","2017.08",1818781,49242
"울산선","2017.09",1647368,53069
"울산선","2017.10",1860853,44687
"울산선","2017.11",1672255,52841
"울산선","2017.12",1711942,48415
"울산선","2018.01",1640182,48980
"울산선","2018.02",1382723,42313
"울산선","2018.03",1763069,51021
"울산선","2018.04",1829468,52065
"울산선","2018.05",2036959,54895
"울산선","2018.06",1878759,51708
"울산선","2018.07",1944776,52777
"울산선","2018.08",2042265,51523
"울산선","2018.09",1738698,46934
"울산선","2018.10",2029641,58062
"울산선","2018.11",2094278,61202
"울산선","2018.12",2225326,59853
"울산선","2019.01",2124146,61658
"울산선","2019.02",2104317,50135
"울산선","2019.03",2293661,60892
"울산선","2019.04",2197881,62553
"울산선","2019.05",2352494,63826
"울산선","2019.06",2221972,58575
"울산선","2019.07",2199985,62338
"울산선","2019.08",2444168,57320
"울산선","2019.09",2246674,54530
"울산선","2019.10",2346643,65371
"울산선","2019.11",2321487,61015
"울산선","2019.12",2309687,59412
"울산선","2020.01",1844878,44666
"울산선","2020.02",1601472,44822
"울산선","2020.03",1546341,48212
"울산선","2020.04",1762500,46536
"울산선","2020.05",2105382,45331
"울산선","2020.06",1836328,46320
"울산선","2020.07",1868004,47128
"울산선","2020.08",2091173,44034
"울산선","2020.09",1783671,48955
"울산선","2020.10",2041818,47670
"울산선","2020.11",2035522,51527
"울산선","2020.12",1910357,53456
"울산선","2021.01",1696999,46059
"울산선","2021.02",1809517,41577
"울산선","2021.03",1926932,51206
"울산선","2021.04",1889415,49279
"울산선","2021.05",2059035,47581
"울산선","2021.06",1940125,49436
"울산선","2021.07",2000923,50260
"울산선","2021.08",2057118,46192
"울산선","2021.09",2030975,45071
"울산선","2021.10",2197974,50511
"울산선","2021.11",2126217,53544
"울산선","2021.12",2090366,54814
"울산선","2022.01",2356148,56531
"울산선","2022.02",2057550,49932
"울산선","2022.03",1688397,48301
"울산선","2022.04",2375361,59215
"울산선","2022.05",2598508,60822
"울산선","2022.06",2360003,59191
"울산선","2022.07",2483551,60914
"울산선","2022.08",2629254,59986
"울산선","2022.09",2004248,57366
"울산선","2022.10",2742090,64169
"울산선","2022.11",2470940,64752
"울산선","2022.12",2443812,63163
"울산선","2023.01",2445132,56371
"울산선","2023.02",2229541,57573
"울산선","2023.03",2483559,66009
"울산선","2023.04",2498794,62145
"울산선","2023.05",2627389,64750
"울산선","2023.06",2500444,65090
"울산선","2023.07",2559782,64061
"울산선","2023.08",2660721,63088
"울산선","2023.09",2628035,61933
"울산선","2023.10",2659231,64779
"울산선","2023.11",2410045,64715
"울산선","2023.12",2473115,60173
"평택화성선","2015.01",182144,8710
"평택화성선","2015.02",171550,7158
"평택화성선","2015.03",197437,9688
"평택화성선","2015.04",204839,10169
"평택화성선","2015.05",224714,9126
"평택화성선","2015.06",193534,10373
"평택화성선","2015.07",215047,10204
"평택화성선","2015.08",219324,9058
"평택화성선","2015.09",230720,9790
"평택화성선","2015.10",236042,10774
"평택화성선","2015.11",215081,10394
"평택화성선","2015.12",212228,10560
"평택화성선","2016.01",190129,8720
"평택화성선","2016.02",188262,7759
"평택화성선","2016.03",208602,9636
"평택화성선","2016.04",221891,9499
"평택화성선","2016.05",235422,9603
"평택화성선","2016.06",230564,10256
"평택화성선","2016.07",230951,9798
"평택화성선","2016.08",236812,10116
"평택화성선","2016.09",227636,8992
"평택화성선","2016.10",179732,7708
"평택화성선","2016.11",191810,9582
"평택화성선","2016.12",203323,9781
"평택화성선","2017.01",209151,8646
"평택화성선","2017.02",189605,8632
"평택화성선","2017.03",221542,10353
"평택화성선","2017.04",229470,9995
"평택화성선","2017.05",223444,9937
"평택화성선","2017.06",222894,10494
"평택화성선","2017.07",217909,9645
"평택화성선","2017.08",231417,9794
"평택화성선","2017.09",228114,10814
"평택화성선","2017.10",231736,8612
"평택화성선","2017.11",223144,10392
"평택화성선","2017.12",217149,9610
"평택화성선","2018.01",207059,9754
"평택화성선","2018.02",175473,7928
"평택화성선","2018.03",219932,9667
"평택화성선","2018.04",219353,9615
"평택화성선","2018.05",224261,9611
"평택화성선","2018.06",234112,9839
"평택화성선","2018.07",251781,10102
"평택화성선","2018.08",255997,9444
"평택화성선","2018.09",235335,8875
"평택화성선","2018.10",261443,10625
"평택화성선","2018.11",254026,10308
"평택화성선","2018.12",241429,9199
"평택화성선","2019.01",244102,9908
"평택화성선","2019.02",232991,7630
"평택화성선","2019.03",270233,9716
"평택화성선","2019.04",277789,10756
"평택화성선","2019.05",289071,10326
"평택화성선","2019.06",269737,9758
"평택화성선","2019.07",261151,10174
"평택화성선","2019.08",278883,9333
"평택화성선","2019.09",270860,9661
"평택화성선","2019.10",301119,11815
"평택화성선","2019.11",271191,10676
"평택화성선","2019.12",260697,10332
"평택화성선","2020.01",235015,9283
"평택화성선","2020.02",216199,9125
"평택화성선","2020.03",234449,10640
"평택화성선","2020.04",244552,9907
"평택화성선","2020.05",261744,9334
"평택화성선","2020.06",263873,10063
"평택화성선","2020.07",272465,10159
"평택화성선","2020.08",257607,9407
"평택화성선","2020.09",277144,11286
"평택화성선","2020.10",284425,10480
"평택화성선","2020.11",271555,10609
"평택화성선","2020.12",258141,11595
"평택화성선","2021.01",232172,10265
"평택화성선","2021.02",235278,8346
"평택화성선","2021.03",267769,10778
"평택화성선","2021.04",264879,10324
"평택화성선","2021.05",275303,9803
"평택화성선","2021.06",273693,10632
"평택화성선","2021.07",279452,10686
"평택화성선","2021.08",284063,9993
"평택화성선","2021.09",303358,9694
"평택화성선","2021.10",314465,10547
"평택화성선","2021.11",288104,10326
"평택화성선","2021.12",265467,10555
"평택화성선","2022.01",267816,10390
"평택화성선","2022.02",243560,9075
"평택화성선","2022.03",255672,10678
"평택화성선","2022.04",261802,9370
"평택화성선","2022.05",276548,9711
"평택화성선","2022.06",261021,9285
"평택화성선","2022.07",273865,9424
"평택화성선","2022.08",267667,9521
"평택화성선","2022.09",230352,9037
"평택화성선","2022.10",278032,9024
"평택화성선","2022.11",251882,9289
"평택화성선","2022.12",237664,9524
"평택화성선","2023.01",259871,8681
"평택화성선","2023.02",241990,8623
"평택화성선","2023.03",271068,9922
"평택화성선","2023.04",266101,8988
"평택화성선","2023.05",248849,8864
"평택화성선","2023.06",233387,9134
"평택화성선","2023.07",244358,8665
"평택화성선","2023.08",258575,8913
"평택화성선","2023.09",255889,8114
"평택화성선","2023.10",264161,8360
"평택화성선","2023.11",247061,8594
"평택화성선","2023.12",235962,8077
"새만금포항선","2015.01",2677460,80572
"새만금포항선","2015.02",2641856,69258
"새만금포항선","2015.03",2693937,90561
"새만금포항선","2015.04",2642373,91793
"새만금포항선","2015.05",3181373,89911
"새만금포항선","2015.06",2466194,89896
"새만금포항선","2015.07",2835061,90951
"새만금포항선","2015.08",3262618,82460
"새만금포항선","2015.09",3140118,86996
"새만금포항선","2015.10",3081347,98136
"새만금포항선","2015.11",2879071,87654
"새만금포항선","2015.12",2830088,89598
"새만금포항선","2016.01",2710923,77573
"새만금포항선","2016.02",2844426,70562
"새만금포항선","2016.03",2803387,90576
"새만금포항선","2016.04",2928053,88312
"새만금포항선","2016.05",3247092,91052
"새만금포항선","2016.06",2938562,89316
